,ANIO_DENUNCIA,ANIO_HECHO,CAPTURA,CONDENA,DELITO,DEPARTAMENTO,ESTADO_NOTICIA,ETAPA,GRUPO_EDAD_VICTIMA,HECHO,HOMICIDIO_DOLOSO_CONSUMADO,IMPUTACION,MUNICIPIO,PAIS,PAIS_NACIMIENTO,SEXO_VICTIMA,TOTAL_VICTIMAS,TOTAL_POBLACIÓN,TOTAL_FEMINICIDIOS,PORCENTAJE_TOTAL,PORCENTAJE_FEMINICIDIOS,MUNICIPIO_UNICO,PORCENTAJE_FEMINICIDIOS_UNICO
2511,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
2512,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,ACTIVO,JUICIO,SIN DATO,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
2513,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,CALI,Colombia,Colombia,FEMENINO,1,2496346,444,100%,0.0177859960117708%,,
2514,2018,2018,SI,NO,FEMINICIDIO ART. 104A C.P.,Valle del Cauca,INACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,PALMIRA,Colombia,Colombia,FEMENINO,1,314418,46,100%,0.0146302056498038%,,
2515,2018,2018,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G",Cauca,ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,TIMBÍO,Colombia,Colombia,FEMENINO,1,35943,1,100%,0.00278218290070389%,,
2516,2018,2018,SI,NO,"FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F",Risaralda,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,PEREIRA,Colombia,Colombia,FEMENINO,1,481129,35,100%,0.00727455630402657%,,
2517,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,BELLO,Colombia,Colombia,FEMENINO,1,500098,28,100%,0.00559890261508744%,,
2518,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,BARBOSA,Colombia,Colombia,FEMENINO,1,53943,4,100%,0.00741523459948464%,,
2519,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,4,2569007,215,100%,0.00836899237721034%,,
2520,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,TURBO,Colombia,Colombia,FEMENINO,1,181377,9,100%,0.00496204039100878%,,
2521,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CALDAS,Colombia,Colombia,FEMENINO,1,82234,5,100%,0.00608021013206216%,,
2522,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CIUDAD BOLÍVAR,Colombia,Colombia,FEMENINO,1,26434,2,100%,0.00756601346750397%,,
2523,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,HISPANIA,Colombia,Colombia,FEMENINO,1,4895,1,100%,0.0204290091930541%,,
2524,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,ITAGUI,Colombia,Colombia,FEMENINO,2,282815,26,100%,0.00919328889910365%,,
2525,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,2,2569007,215,100%,0.00836899237721034%,,
2526,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,BARBOSA,Colombia,Colombia,MASCULINO,1,53943,4,100%,0.00741523459948464%,,
2527,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,BETULIA,Colombia,Colombia,FEMENINO,1,17815,3,100%,0.0168397417906259%,,
2528,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,ENVIGADO,Colombia,Colombia,FEMENINO,1,249009,8,100%,0.00321273528266047%,,
2529,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,,
2530,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,BELLO,Colombia,Colombia,FEMENINO,2,500098,28,100%,0.00559890261508744%,,
2531,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,COPACABANA,Colombia,Colombia,FEMENINO,1,74408,14,100%,0.0188151811633158%,,
2532,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,ITAGUI,Colombia,Colombia,FEMENINO,1,282815,26,100%,0.00919328889910365%,,
2533,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,YONDÓ,Colombia,Colombia,FEMENINO,1,20524,3,100%,0.0146170337166244%,,
2534,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,MEDELLÍN,Colombia,,FEMENINO,1,2569007,215,100%,0.00836899237721034%,,
2535,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,2,2569007,215,100%,0.00836899237721034%,,
2536,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,OLAYA,Colombia,Colombia,FEMENINO,1,3411,2,100%,0.058633831720903%,,
2537,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Antioquia,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,MEDELLÍN,Colombia,Colombia,FEMENINO,1,2569007,215,100%,0.00836899237721034%,,
2538,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Arauca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,TAME,Colombia,Colombia,FEMENINO,1,55028,9,100%,0.0163553100239878%,,
2539,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,PONEDERA,Colombia,Colombia,FEMENINO,1,23913,1,100%,0.00418182578513779%,,
2540,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,SI,SI,SOLEDAD,Colombia,Colombia,FEMENINO,1,700970,35,100%,0.00499308101630598%,,
2541,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,ACTIVO,JUICIO,SIN DATO,SI,NO,SI,SOLEDAD,Colombia,Colombia,FEMENINO,1,700970,35,100%,0.00499308101630598%,,
2542,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,100%,0.00693658029817616%,,
2543,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,100%,0.00693658029817616%,,
2544,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,1,1239804,86,100%,0.00693658029817616%,,
2545,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Atlántico,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,BARRANQUILLA,Colombia,Colombia,FEMENINO,2,1239804,86,100%,0.00693658029817616%,,
2546,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADOLESCENTE 14 - 17,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2547,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,3,8380801,884,100%,0.0105479177944924%,,
2548,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,,
2549,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2550,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,JUVENTUD 18 - 28,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2551,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",ACTIVO,JUICIO,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2552,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2553,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,,
2554,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2555,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,8,8380801,884,100%,0.0105479177944924%,,
2556,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,,
2557,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,3,8380801,884,100%,0.0105479177944924%,,
2558,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,NO,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2559,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,10,8380801,884,100%,0.0105479177944924%,,
2560,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,,
2561,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,3,8380801,884,100%,0.0105479177944924%,,
2562,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,PRIMERA INFANCIA 0 - 5,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2563,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2564,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,11,8380801,884,100%,0.0105479177944924%,,
2565,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,"BOGOTÁ, D.C.",Colombia,Colombia,MASCULINO,1,8380801,884,100%,0.0105479177944924%,,
2566,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,"BOGOTÁ, D. C.",INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,"BOGOTÁ, D.C.",Colombia,Colombia,FEMENINO,1,8380801,884,100%,0.0105479177944924%,,
2567,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,ADOLESCENTE 14 - 17,SI,SI,SI,MAGANGUÉ,Colombia,Colombia,FEMENINO,1,123986,9,100%,0.00725888406755602%,,
2568,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MAGANGUÉ,Colombia,Colombia,FEMENINO,1,123986,9,100%,0.00725888406755602%,,
2569,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
2570,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Bolívar,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,CARTAGENA,Colombia,Colombia,FEMENINO,1,1057767,104,100%,0.0098320329524366%,,
2571,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,NO,TÓPAGA,Colombia,Colombia,FEMENINO,1,3689,2,100%,0.0542152344808891%,,
2572,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,PANQUEBA,Colombia,Colombia,FEMENINO,1,1333,2,100%,0.150037509377344%,,
2573,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,SOGAMOSO,Colombia,Colombia,MASCULINO,1,110885,12,100%,0.0108220228164314%,,
2574,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,TOTA,Colombia,Colombia,FEMENINO,1,5180,1,100%,0.0193050193050193%,,
2575,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,SOGAMOSO,Colombia,Colombia,FEMENINO,1,110885,12,100%,0.0108220228164314%,,
2576,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Boyaca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,SUTAMARCHÁN,Colombia,Colombia,FEMENINO,1,5771,1,100%,0.0173280194073817%,,
2577,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,MANIZALES,Colombia,Colombia,FEMENINO,1,402646,23,100%,0.00571221370633261%,,
2578,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,ADULTO MAYOR DE 60,NO,NO,SI,LA DORADA,Colombia,Colombia,FEMENINO,1,78949,9,100%,0.011399764404869%,,
2579,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,MANIZALES,Colombia,Colombia,FEMENINO,1,402646,23,100%,0.00571221370633261%,,
2580,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caldas,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,LA DORADA,Colombia,Colombia,FEMENINO,1,78949,9,100%,0.011399764404869%,,
2581,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,FLORENCIA,Colombia,Colombia,FEMENINO,1,187515,14,100%,0.00746606938111618%,,
2582,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,LA MONTAÑITA,Colombia,Colombia,FEMENINO,1,24510,2,100%,0.00815993472052224%,,
2583,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Caquetá,INACTIVO,EJECUCIÓN DE PENAS,PRIMERA INFANCIA 0 - 5,SI,SI,SI,FLORENCIA,Colombia,Colombia,FEMENINO,1,187515,14,100%,0.00746606938111618%,,
2584,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Casanare,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,PAZ DE ARIPORO,Colombia,Colombia,FEMENINO,1,26117,4,100%,0.0153156947582035%,,
2585,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MIRANDA,Colombia,Colombia,FEMENINO,2,43333,4,100%,0.00923084023723259%,,
2586,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,1,100681,24,100%,0.0238376654979589%,,
2587,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,GUAPI,Colombia,Colombia,FEMENINO,1,30042,5,100%,0.0166433659543306%,,
2588,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,MIRANDA,Colombia,Colombia,FEMENINO,1,43333,4,100%,0.00923084023723259%,,
2589,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,SANTANDER DE QUILICHAO,Colombia,Colombia,FEMENINO,1,100681,24,100%,0.0238376654979589%,,
2590,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,PUERTO TEJADA,Colombia,Colombia,FEMENINO,1,46215,9,100%,0.0194741966893866%,,
2591,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cauca,INACTIVO,JUICIO,ADULTEZ 29 - 59,SI,SI,SI,POPAYÁN,Colombia,Colombia,FEMENINO,1,288636,41,100%,0.0142047423051872%,,
2592,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cesar,ACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,LA JAGUA DE IBIRICO,Colombia,Colombia,FEMENINO,1,22440,4,100%,0.017825311942959%,,
2593,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,QUIBDO,Colombia,Colombia,FEMENINO,1,116322,28,100%,0.0240711129451007%,,
2594,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,RIOSUCIO,Colombia,Colombia,FEMENINO,1,65372,5,100%,0.00764853454078199%,,
2595,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Chocó,INACTIVO,EJECUCIÓN DE PENAS,PRE-ADOLESCENTE 12 - 13,SI,SI,SI,BAJO BAUDÓ,Colombia,Colombia,FEMENINO,1,17948,2,100%,0.0111433028749721%,,
2596,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,NO,SI,MADRID,Colombia,Colombia,FEMENINO,1,85090,3,100%,0.00352567869314843%,,
2597,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,CHÍA,Colombia,Colombia,FEMENINO,1,141917,3,100%,0.00211391165258567%,,
2598,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,VILLETA,Colombia,Colombia,FEMENINO,1,25741,2,100%,0.00776970591663106%,,
2599,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,EL ROSAL,Colombia,Colombia,FEMENINO,1,19253,3,100%,0.0155819872227705%,,
2600,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,SOACHA,Colombia,Colombia,MASCULINO,1,567546,38,100%,0.00669549252395401%,,
2601,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,ÚTICA,Colombia,Colombia,FEMENINO,1,5050,1,100%,0.0198019801980198%,,
2602,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,SOACHA,Colombia,Colombia,FEMENINO,1,567546,38,100%,0.00669549252395401%,,
2603,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,SI,SI,SOPÓ,Colombia,Colombia,FEMENINO,1,29714,1,100%,0.00336541697516322%,,
2604,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,FACATATIVÁ,Colombia,Colombia,FEMENINO,1,144149,11,100%,0.00763099293092564%,,
2605,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,COTA,Colombia,Colombia,FEMENINO,1,27496,2,100%,0.0072737852778586%,,
2606,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Cundinamarca,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,SI,SI,SOACHA,Colombia,Colombia,FEMENINO,1,567546,38,100%,0.00669549252395401%,,
2607,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Guainía,INACTIVO,EJECUCIÓN DE PENAS,SIN DATO,SI,NO,SI,INÍRIDA,Colombia,Colombia,FEMENINO,1,20646,2,100%,0.00968710646130001%,,
2608,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,ADULTEZ 29 - 59,SI,SI,SI,SAN AGUSTÍN,Colombia,Colombia,FEMENINO,1,34420,4,100%,0.0116211504938989%,,
2609,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,INFANCIA 6 - 11,SI,NO,SI,SAN AGUSTÍN,Colombia,Colombia,MASCULINO,1,34420,4,100%,0.0116211504938989%,,
2610,2018,2018,SI,SI,FEMINICIDIO ART. 104A C.P.,Huila,INACTIVO,EJECUCIÓN DE PENAS,JUVENTUD 18 - 28,SI,NO,SI,NEIVA,Colombia,Colombia,FEMENINO,1,350457,25,100%,0.00713354277414918%,,
